,Anomalies(#),Blockade(#),DeepSurveyedGoals(#),DeepSurveyedGoals(Positions),Goals(#),Hotspots(Positions),RemoraAttacks(#),SurveyedGoals(#),SurveyedGoals(Positions),Time,index
21,0,0,0,,21,Tx3y1;Tx1y3,0,21,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0;Tx2y2,395.0,13
22,0,0,0,,22,Tx3y1;Tx1y3,0,22,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0;Tx2y2,385.0,13
23,0,0,0,,23,Tx3y1;Tx1y3,0,23,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0;Tx2y2,371.0,13
24,0,0,0,,24,Tx3y1;Tx1y3,0,24,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0;Tx2y2,352.0,13
25,0,0,0,,25,Tx3y1;Tx1y3,0,25,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx3y4;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0;Tx2y2,333.0,13
0,0,0,0,,0,,0,0,,599.0,14
1,0,0,0,,1,,0,1,Tx3y3,593.0,14
2,0,0,0,,2,,0,2,Tx3y2;Tx3y3,584.0,14
3,0,0,0,,3,,0,3,Tx2y3;Tx3y2;Tx3y3,575.0,14
4,0,0,0,,4,,0,4,Tx2y3;Tx2y2;Tx3y2;Tx3y3,566.0,14
5,0,0,0,,5,,0,5,Tx2y4;Tx2y3;Tx2y2;Tx3y2;Tx3y3,555.0,14
6,0,0,0,,6,,0,6,Tx2y4;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3,547.0,14
7,0,0,0,,7,,0,7,Tx2y4;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3;Tx1y4,537.0,14
8,0,0,0,,8,Tx1y3,0,8,Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4,528.0,14
9,0,0,0,,9,Tx1y3,0,9,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4,520.0,14
10,0,0,0,,10,Tx1y3,0,10,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4,510.0,14
11,0,0,0,,11,Tx1y3,0,11,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,501.0,14
12,0,0,0,,12,Tx1y3,0,12,Tx0y3;Tx0y2;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,491.0,14
13,0,0,0,,13,Tx1y3,0,13,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,481.0,14
14,0,0,0,,14,Tx1y3,0,14,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,464.0,14
15,0,0,0,,15,Tx1y3,0,15,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,450.0,14
16,0,0,0,,16,Tx1y3,0,16,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,434.0,14
17,0,0,0,,17,Tx1y3,0,17,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,424.0,14
18,0,0,0,,18,Tx1y3;Tx3y1,0,18,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,413.0,14
19,0,0,0,,19,Tx1y3;Tx3y1,0,19,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx3y0,404.0,14
20,0,0,0,,20,Tx1y3;Tx3y1,0,20,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx3y0,395.0,14
21,0,0,0,,21,Tx1y3;Tx3y1,0,21,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx3y0,386.0,14
22,0,0,0,,22,Tx1y3;Tx3y1,0,22,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx3y0,377.0,14
23,0,0,0,,23,Tx1y3;Tx3y1,0,23,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,364.0,14
24,0,0,0,,24,Tx1y3;Tx3y1,0,24,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,347.0,14
25,0,0,0,,25,Tx1y3;Tx3y1,0,25,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,328.0,14
0,0,0,0,,0,,0,0,,599.0,15
1,0,0,0,,1,,0,1,Tx3y4,593.0,15
2,0,0,0,,2,,0,2,Tx2y4;Tx3y4,585.0,15
3,0,0,0,,3,,0,3,Tx2y4;Tx2y3;Tx3y4,576.0,15
4,0,0,0,,4,,0,4,Tx2y4;Tx2y3;Tx3y4;Tx1y4,567.0,15
5,0,0,0,,5,,0,5,Tx2y4;Tx2y3;Tx3y4;Tx3y3;Tx1y4,555.0,15
6,0,0,0,,6,,0,6,Tx2y4;Tx2y3;Tx2y2;Tx3y4;Tx3y3;Tx1y4,544.0,15
7,0,0,0,,7,Tx1y3,0,7,Tx2y4;Tx2y3;Tx2y2;Tx3y4;Tx3y3;Tx1y3;Tx1y4,536.0,15
8,0,0,0,,8,Tx1y3,0,8,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx3y3;Tx2y4;Tx1y3;Tx1y4,528.0,15
9,0,0,0,,9,Tx1y3,0,9,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4,517.0,15
10,0,0,0,,10,Tx1y3,0,10,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,509.0,15
11,0,0,0,,11,Tx1y3,0,11,Tx0y3;Tx0y2;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,500.0,15
12,0,0,0,,12,Tx1y3,0,12,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,491.0,15
13,0,0,0,,13,Tx1y3,0,13,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx1y1,479.0,15
14,0,0,0,,14,Tx1y3,0,14,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx1y1,462.0,15
15,0,0,0,,15,Tx1y3,0,15,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx3y2;Tx1y3;Tx1y4;Tx1y1,453.0,15
16,0,0,0,,16,Tx1y3,0,16,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx0y4;Tx3y2;Tx1y3;Tx1y4;Tx1y1,438.0,15
17,0,0,0,,17,Tx1y3,0,17,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx0y4;Tx3y2;Tx4y2;Tx1y3;Tx1y4;Tx1y1,424.0,15
18,0,0,0,,18,Tx3y1;Tx1y3,0,18,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1,413.0,15
19,0,0,0,,19,Tx3y1;Tx1y3,0,19,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1,404.0,15
20,0,0,0,,20,Tx3y1;Tx1y3,0,20,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1,395.0,15
21,0,0,0,,21,Tx3y1;Tx1y3,0,21,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1,385.0,15
22,0,0,0,,22,Tx3y1;Tx1y3,0,22,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y2;Tx1y3;Tx1y4;Tx1y1,375.0,15
23,0,0,0,,23,Tx3y1;Tx1y3,0,23,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,361.0,15
24,0,0,0,,24,Tx3y1;Tx1y3,0,24,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,341.0,15
25,0,0,0,,25,Tx3y1;Tx1y3,0,25,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,321.0,15
0,0,0,0,,0,,0,0,,599.0,16
1,0,0,0,,1,,0,1,Tx2y4,594.0,16
2,0,0,0,,2,,0,2,Tx2y4;Tx3y4,585.0,16
3,0,0,0,,3,,0,3,Tx2y4;Tx2y3;Tx3y4,575.0,16
4,0,0,0,,4,,0,4,Tx2y4;Tx2y3;Tx3y4;Tx3y3,566.0,16
5,0,0,0,,5,,0,5,Tx2y4;Tx2y3;Tx2y2;Tx3y4;Tx3y3,555.0,16
6,0,0,0,,6,Tx1y3,0,6,Tx2y4;Tx2y3;Tx2y2;Tx3y4;Tx3y3;Tx1y3,546.0,16
7,0,0,0,,7,Tx1y3,0,7,Tx2y3;Tx2y2;Tx3y4;Tx3y3;Tx2y4;Tx1y3;Tx1y4,538.0,16
8,0,0,0,,8,Tx1y3,0,8,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx3y3;Tx2y4;Tx1y3;Tx1y4,528.0,16
9,0,0,0,,9,Tx1y3,0,9,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4,517.0,16
10,0,0,0,,10,Tx1y3,0,10,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,508.0,16
11,0,0,0,,11,Tx1y3,0,11,Tx0y3;Tx0y2;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,499.0,16
12,0,0,0,,12,Tx1y3,0,12,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,490.0,16
13,0,0,0,,13,Tx1y3,0,13,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx1y1,478.0,16
14,0,0,0,,14,Tx1y3,0,14,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx1y1,462.0,16
15,0,0,0,,15,Tx1y3,0,15,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx3y2;Tx1y3;Tx1y4;Tx1y1;Tx3y4,453.0,16
16,0,0,0,,16,Tx1y3,0,16,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx0y4;Tx1y3;Tx1y4;Tx1y1,438.0,16
17,0,0,0,,17,Tx3y1;Tx1y3,0,17,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx0y4;Tx1y3;Tx1y4;Tx1y1,413.0,16
18,0,0,0,,18,Tx3y1;Tx1y3,0,18,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx1y3;Tx1y4;Tx1y1,405.0,16
19,0,0,0,,19,Tx3y1;Tx1y3,0,19,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx1y3;Tx1y4;Tx1y1;Tx3y0,394.0,16
20,0,0,0,,20,Tx3y1;Tx1y3,0,20,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx1y3;Tx1y4;Tx1y1;Tx3y0,386.0,16
21,0,0,0,,21,Tx3y1;Tx1y3,0,21,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx1y3;Tx1y4;Tx1y1;Tx3y0,376.0,16
22,0,0,0,,22,Tx3y1;Tx1y3,0,22,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx3y0;Tx2y0;Tx4y2;Tx1y3;Tx1y4;Tx1y1,363.0,16
23,0,0,0,,23,Tx3y1;Tx1y3,0,23,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx3y0;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,355.0,16
24,0,0,0,,24,Tx3y1;Tx1y3,0,24,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx3y0;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,337.0,16
25,0,0,0,,25,Tx3y1;Tx1y3,0,25,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx3y0;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,317.0,16
0,0,0,0,,0,,0,0,,599.0,17
1,0,0,0,,1,,0,1,Tx4y3,592.0,17
2,0,0,0,,2,,0,2,Tx3y3;Tx4y3,585.0,17
3,0,0,0,,3,,0,3,Tx3y3;Tx3y2;Tx4y3,576.0,17
4,0,0,0,,4,,0,4,Tx3y3;Tx2y3;Tx3y2;Tx4y3,567.0,17
5,0,0,0,,5,,0,5,Tx3y3;Tx2y3;Tx2y2;Tx3y2;Tx4y3,558.0,17
6,0,0,0,,6,,0,6,Tx2y4;Tx3y3;Tx2y3;Tx2y2;Tx3y2;Tx4y3,548.0,17
7,0,0,0,,7,,0,7,Tx2y4;Tx3y3;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx4y3,540.0,17
8,0,0,0,,8,,0,8,Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx4y3;Tx1y4,530.0,17
9,0,0,0,,9,Tx1y3,0,9,Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx4y3;Tx1y3;Tx1y4,522.0,17
10,0,0,0,,10,Tx1y3,0,10,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx4y3;Tx1y3;Tx1y4,514.0,17
11,0,0,0,,11,Tx1y3,0,11,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx4y3;Tx1y3;Tx1y4,503.0,17
12,0,0,0,,12,Tx1y3,0,12,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,494.0,17
13,0,0,0,,13,Tx1y3,0,13,Tx0y3;Tx0y2;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,485.0,17
14,0,0,0,,14,Tx1y3,0,14,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,476.0,17
15,0,0,0,,15,Tx1y3,0,15,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,465.0,17
16,0,0,0,,16,Tx1y3,0,16,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx4y3;Tx1y3;Tx1y4;Tx1y1,454.0,17
17,0,0,0,,17,Tx1y3,0,17,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,440.0,17
18,0,0,0,,18,Tx3y1;Tx1y3,0,18,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,423.0,17
19,0,0,0,,19,Tx1y3;Tx3y1,0,19,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx3y0,414.0,17
20,0,0,0,,20,Tx1y3;Tx3y1,0,20,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx3y0,404.0,17
21,0,0,0,,21,Tx1y3;Tx3y1,0,21,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx3y0,394.0,17
22,0,0,0,,22,Tx1y3;Tx3y1,0,22,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx3y0,385.0,17
23,0,0,0,,23,Tx1y3;Tx3y1,0,23,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,373.0,17
24,0,0,0,,24,Tx1y3;Tx3y1,0,24,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,355.0,17
25,0,0,0,,25,Tx1y3;Tx3y1,0,25,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,335.0,17
0,0,0,0,,0,,0,0,,599.0,18
1,0,0,0,,1,,0,1,Tx2y1,592.0,18
2,0,0,0,,2,,0,2,Tx2y1;Tx1y1,585.0,18
3,0,0,0,,3,,0,3,Tx2y1;Tx2y2;Tx1y1,576.0,18
4,0,0,0,,4,Tx3y1,0,4,Tx2y1;Tx2y2;Tx3y1;Tx1y1,565.0,18
5,0,0,0,,5,Tx3y1,0,5,Tx2y1;Tx2y2;Tx3y1;Tx1y1;Tx3y0,556.0,18
6,0,0,0,,6,Tx3y1,0,6,Tx2y1;Tx4y1;Tx2y2;Tx3y1;Tx1y1;Tx3y0,547.0,18
7,0,0,0,,7,Tx3y1,0,7,Tx4y1;Tx2y1;Tx2y2;Tx3y1;Tx3y2;Tx3y0;Tx1y1,538.0,18
8,0,0,0,,8,Tx3y1,0,8,Tx4y1;Tx4y0;Tx2y1;Tx2y2;Tx3y1;Tx3y2;Tx3y0;Tx1y1,525.0,18
9,0,0,0,,9,Tx3y1,0,9,Tx4y1;Tx4y0;Tx2y1;Tx2y2;Tx3y1;Tx3y2;Tx3y0;Tx2y0;Tx1y1,516.0,18
10,0,0,0,,10,Tx3y1,0,10,Tx4y1;Tx4y0;Tx2y1;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx3y0;Tx2y0;Tx1y1,504.0,18
11,0,0,0,,11,Tx3y1,0,11,Tx4y1;Tx4y0;Tx2y1;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx1y1,496.0,18
